review_id,entity_type,entity_text,start_position,end_position,context
1520,SEAT_WARMER,heated seat,27,38,"Unlike {alternative}, this heated seat {advantage}"
1521,SEAT_WARMER,heating,4,11,The heating performs premium and works fl
1522,SEAT_WARMER,seat warmer,4,15,The seat warmer {malfunction} especially when
1523,SEAT_WARMER,seat warmer,4,15,The seat warmer is {comparative_adj} than {pr
1524,SEAT_WARMER,heated seat,15,26,"{overall}, the heated seat is responsive for long trips "
1525,SEAT_WARMER,seat heating,4,16,The seat heating design includes {feature} whi
1526,SEAT_WARMER,heat,27,31,"Unlike {alternative}, this heat {advantage} for sure."
1527,SEAT_WARMER,warmer,12,18,I think the warmer is {comparative_adj} than {pr
1528,SEAT_WARMER,warmer,4,10,The warmer design includes {feature} whi
1529,SEAT_WARMER,heated,4,10,The heated design includes {feature} whi
1530,SEAT_WARMER,seat warmer,31,42,"ompared to {comparison}, this seat warmer is {comparison_result}"
1531,SEAT_WARMER,warmer,4,10,The warmer {function} perfectly when nee
1532,SEAT_WARMER,seat heating,31,43,"ompared to {comparison}, this seat heating is {comparison_result}"
1533,SEAT_WARMER,seat warmer,31,42,"ompared to {comparison}, this seat warmer is {comparison_result}"
1534,SEAT_WARMER,warming,15,22,"{overall}, the warming is smooth for long trips"
1535,SEAT_WARMER,seat warmer,4,15,The seat warmer design includes {feature} whi
1536,SEAT_WARMER,warmer,4,10,The warmer is {comparative_adj} than {pr
1537,SEAT_WARMER,seat heating,31,43,"ompared to {comparison}, this seat heating is {comparison_result}"
1538,SEAT_WARMER,heated,4,10,The heated design includes {feature} whi
1539,SEAT_WARMER,heated seat,4,15,The heated seat has {technical_spec} that {te
1540,SEAT_WARMER,seat warmer,27,38,"Unlike {alternative}, this seat warmer {advantage}"
1541,SEAT_WARMER,seat heating,27,39,"Unlike {alternative}, this seat heating {advantage}"
1542,SEAT_WARMER,heating,34,41," a technical perspective, the heating {technical_assessment}"
1543,SEAT_WARMER,seat warmer,19,30,"Unfortunately, the seat warmer is {defect} for daily use"
1544,SEAT_WARMER,seat heating,13,25,"Overall, the seat heating has {technical_spec} that {te"
1545,SEAT_WARMER,heated seat,43,54," a technical perspective, the heated seat {technical_assessment}"
1546,SEAT_WARMER,seat heating,12,24,I think the seat heating is {comparative_adj} than {pr
1547,SEAT_WARMER,heated seat,12,23,I enjoy the heated seat because it provides excellent
1548,SEAT_WARMER,seat heating,4,16,The seat heating is {comparative_adj} than {pr
1549,SEAT_WARMER,heated seat,27,38,"Unlike {alternative}, this heated seat {advantage} for sure."
1550,SEAT_WARMER,warmer,45,51,"e, unlike {alternative}, this warmer {advantage} really."
1551,SEAT_WARMER,heated seat,16,27,I {dislike} the heated seat because it {issue}
1552,SEAT_WARMER,heat,27,31,"Unlike {alternative}, this heat {advantage}"
1553,SEAT_WARMER,warmer,27,33,"Unlike {alternative}, this warmer {advantage}"
1554,SEAT_WARMER,heated seat,15,26,"{overall}, the heated seat is excellent for work"
1555,SEAT_WARMER,heating,15,22,"{overall}, the heating is responsive for long trips"
1556,SEAT_WARMER,seat heating,4,16,the seat heating {function} perfectly when wor
1557,SEAT_WARMER,seat heating,4,16,The seat heating design includes {feature} whi
1558,SEAT_WARMER,seat heating,4,16,The seat heating is {comparative_adj} than {pr
1559,SEAT_WARMER,warmer,15,21,"{overall}, the warmer is durable for daily use"
1560,SEAT_WARMER,thermal,14,21,"Honestly, the thermal design includes {feature} whi"
1561,SEAT_WARMER,seat warmer,27,38,"Unlike {alternative}, this seat warmer {advantage}"
1562,SEAT_WARMER,warmer,12,18,I think the warmer doesn't work properly and cre
1563,SEAT_WARMER,seat warmer,4,15,The seat warmer {malfunction} especially when
1564,SEAT_WARMER,heated,42,48," a technical perspective, the heated {technical_assessment}"
1565,SEAT_WARMER,seat heating,4,16,The seat heating is {comparative_adj} than {pr
1566,SEAT_WARMER,seat heating,34,46," a technical perspective, the seat heating {technical_assessment} in my "
1567,SEAT_WARMER,heat,4,8,The heat doesn't work properly and cre
1568,SEAT_WARMER,heating,4,11,The heating design includes {feature} whi
1569,SEAT_WARMER,heat,19,23,"Unfortunately, the heat is {defect} for work"
1570,SEAT_WARMER,seat warmer,27,38,"Unlike {alternative}, this seat warmer {advantage}"
1571,SEAT_WARMER,seat warmer,4,15,The seat warmer has {technical_spec} that {te
1572,SEAT_WARMER,heat,27,31,"Unlike {alternative}, this heat {advantage} for sure."
1573,SEAT_WARMER,warmer,34,40," a technical perspective, the warmer {technical_assessment}"
1574,SEAT_WARMER,seat heating,4,16,The seat heating doesn't work properly and cre
1575,SEAT_WARMER,warmer,44,50," a technical perspective, the warmer {technical_assessment} for su"
1576,SEAT_WARMER,seat heating,19,31,"Unfortunately, the seat heating is {defect} for daily use"
1577,SEAT_WARMER,thermal,31,38,"ompared to {comparison}, this thermal is {comparison_result}"
1578,SEAT_WARMER,warmer,22,28,"In my experience, the warmer has {technical_spec} that {te"
1579,SEAT_WARMER,thermal,4,11,The thermal is {comparative_adj} than {pr
1580,SEAT_WARMER,heating,4,11,The heating doesn't work properly and cre
1581,SEAT_WARMER,warming,49,56,"ompared to {comparison}, this warming is {comparison_result} for su"
1582,SEAT_WARMER,seat warmer,4,15,The seat warmer {malfunction} especially when
1583,SEAT_WARMER,seat heating,4,16,The seat heating design includes {feature} whi
1584,SEAT_WARMER,heat,4,8,The heat is {comparative_adj} than {pr
1585,SEAT_WARMER,warming,41,48,"ompared to {comparison}, this warming is {comparison_result} overal"
1586,SEAT_WARMER,seat heating,49,61,"ompared to {comparison}, this seat heating is {comparison_result}"
1587,SEAT_WARMER,warmer,34,40," a technical perspective, the warmer {technical_assessment}"
1588,SEAT_WARMER,heating,4,11,The heating doesn't work properly and cre
1589,SEAT_WARMER,seat warmer,4,15,The seat warmer has {technical_spec} that {te
1590,SEAT_WARMER,seat heating,37,49,"y, unlike {alternative}, this seat heating {advantage} overall."
1591,SEAT_WARMER,heat,13,17,I prefer the heat because it provides excellent
1592,SEAT_WARMER,seat warmer,22,33,"In my experience, the seat warmer delivers comfortable and exce"
1593,SEAT_WARMER,seat warmer,19,30,"Unfortunately, the seat warmer is {defect} for comfort"
1594,SEAT_WARMER,seat heating,4,16,The seat heating has {technical_spec} that {te
1595,SEAT_WARMER,seat warmer,31,42,"ompared to {comparison}, this seat warmer is {comparison_result} really"
1596,SEAT_WARMER,warming,13,20,"Overall, the warming has {technical_spec} that {te"
1597,SEAT_WARMER,heated,4,10,The heated design includes {feature} whi
1598,SEAT_WARMER,heated seat,4,15,The heated seat {malfunction} especially when
1599,SEAT_WARMER,thermal,4,11,The thermal is {comparative_adj} than {pr
1600,SEAT_WARMER,warmer,4,10,The warmer is {comparative_adj} than {pr
1601,SEAT_WARMER,heated,16,22,I {dislike} the heated because it {issue}
1602,SEAT_WARMER,heated seat,14,25,"Honestly, the heated seat {malfunction} especially when"
1603,SEAT_WARMER,warming,4,11,The warming doesn't work properly and cre
1604,SEAT_WARMER,warming,34,41," a technical perspective, the warming {technical_assessment}"
1605,SEAT_WARMER,heated seat,41,52,"ompared to {comparison}, this heated seat is {comparison_result}"
1606,SEAT_WARMER,heated,31,37,"ompared to {comparison}, this heated is {comparison_result}"
1607,SEAT_WARMER,warmer,14,20,"Actually, the warmer has {technical_spec} that {te"
1608,SEAT_WARMER,warmer,31,37,"ompared to {comparison}, this warmer is {comparison_result}"
1609,SEAT_WARMER,warmer,14,20,"Actually, the warmer design includes {feature} whi"
1610,SEAT_WARMER,thermal,4,11,The thermal quality is better than the tr
1611,SEAT_WARMER,heated seat,4,15,The heated seat works but the head support do
1612,SEAT_WARMER,heated seat,9,20,Both the heated seat and upholstery need improveme
1613,SEAT_WARMER,seat heating,9,21,Both the seat heating and cushioning need improveme
1614,SEAT_WARMER,seat heating,4,16,The seat heating quality is better than the pa
1615,SEAT_WARMER,warming,4,11,The warming works but the tray table does
1616,SEAT_WARMER,seat heating,42,54,"roken lower back support, the seat heating functions properly"
1617,SEAT_WARMER,seat warmer,4,15,The seat warmer works but the fold down table
1618,SEAT_WARMER,heated seat,4,15,The heated seat works but the foot-rest doesn
1619,SEAT_WARMER,seat heating,36,48," the broken seat massage, the seat heating functions properly"
1620,SEAT_WARMER,seat warmer,4,15,The seat warmer quality is better than the re
1621,SEAT_WARMER,warming,32,39,"like the broken neckrest, the warming functions properly"
1622,SEAT_WARMER,seat heating,4,16,The seat heating and other features work well 
1623,SEAT_WARMER,warmer,4,10,The warmer works but the seat back doesn
1624,SEAT_WARMER,heated seat,4,15,The heated seat and other features work well 
1625,SEAT_WARMER,seat heating,4,16,The seat heating and other features work well 
1626,SEAT_WARMER,warming,30,37,"Unlike the broken lumbar, the warming functions properly"
1627,SEAT_WARMER,seat heating,4,16,The seat heating quality is better than the ne
1628,SEAT_WARMER,seat heating,4,16,The seat heating quality is better than the se
1629,SEAT_WARMER,heated seat,4,15,The heated seat works but the fold down table
1630,SEAT_WARMER,warmer,4,10,The warmer and other features work well 
1631,SEAT_WARMER,heating,42,49,"roken reclining function, the heating functions properly"
1632,SEAT_WARMER,seat warmer,4,15,The seat warmer works but the dining table do
1633,SEAT_WARMER,heated seat,9,20,Both the heated seat and neckrest need improvement
1634,SEAT_WARMER,heated,4,10,The heated and other features work well 
1635,SEAT_WARMER,thermal,4,11,The thermal and other features work well 
1636,SEAT_WARMER,seat warmer,9,20,Both the seat warmer and lumbar support need impro
1637,SEAT_WARMER,warmer,9,15,Both the warmer and neckrest need improvement
1638,SEAT_WARMER,seat warmer,4,15,The seat warmer and other features work well 
1639,SEAT_WARMER,seat warmer,4,15,The seat warmer works but the recline doesn't
1640,SEAT_WARMER,warming,9,16,Both the warming and upholstery need improveme
1641,SEAT_WARMER,heating,4,11,The heating works but the lumbar doesn't
1642,SEAT_WARMER,warmer,9,15,Both the warmer and massage need improvement
1643,SEAT_WARMER,heat,4,8,The heat quality is better than the tr
1644,SEAT_WARMER,heating,9,16,Both the heating and padding need improvement
1645,SEAT_MESSAGE,massage feature,4,19,The massage feature {malfunction} especially when
1646,SEAT_MESSAGE,massaging,4,13,The massaging {malfunction} especially when
1647,SEAT_MESSAGE,massage function,16,32,I {dislike} the massage function because it {issue} in my opin
1648,SEAT_MESSAGE,massaging,27,36,"Unlike {alternative}, this massaging {advantage}"
1649,SEAT_MESSAGE,massage,14,21,"Honestly, the massage has {technical_spec} that {te"
1650,SEAT_MESSAGE,vibration,44,53," a technical perspective, the vibration {technical_assessment}"
1651,SEAT_MESSAGE,seat massage,4,16,The seat massage is {comparative_adj} than {pr
1652,SEAT_MESSAGE,massaging,34,43," a technical perspective, the massaging {technical_assessment} overal"
1653,SEAT_MESSAGE,massaging,36,45,"l, unlike {alternative}, this massaging {advantage}"
1654,SEAT_MESSAGE,massage,4,11,The massage is {comparative_adj} than {pr
1655,SEAT_MESSAGE,massaging,4,13,The massaging functions excellent and provi
1656,SEAT_MESSAGE,seat massage,4,16,The seat massage has {technical_spec} that {te
1657,SEAT_MESSAGE,massaging,14,23,"Actually, the massaging {malfunction} especially when"
1658,SEAT_MESSAGE,massaging,13,22,"Overall, the massaging works premium and works flawl"
1659,SEAT_MESSAGE,seat massage,14,26,"Honestly, the seat massage is {comparative_adj} than {pr"
1660,SEAT_MESSAGE,massager,34,42," a technical perspective, the massager {technical_assessment}"
1661,SEAT_MESSAGE,seat massage,4,16,The seat massage doesn't work properly and cre
1662,SEAT_MESSAGE,massaging,37,46,"y, unlike {alternative}, this massaging {advantage}"
1663,SEAT_MESSAGE,seat massage,19,31,"Unfortunately, the seat massage is {defect} for work"
1664,SEAT_MESSAGE,seat massage,34,46," a technical perspective, the seat massage {technical_assessment}"
1665,SEAT_MESSAGE,seat massage,14,26,"Actually, the seat massage is {comparative_adj} than {pr"
1666,SEAT_MESSAGE,seat massage,37,49,"y, unlike {alternative}, this seat massage {advantage}"
1667,SEAT_MESSAGE,massaging,34,43," a technical perspective, the massaging {technical_assessment}"
1668,SEAT_MESSAGE,seat massage,14,26,"Actually, the seat massage {function} perfectly when res"
1669,SEAT_MESSAGE,vibration,27,36,"Unlike {alternative}, this vibration {advantage} in my opinion."
1670,SEAT_MESSAGE,massaging,4,13,The massaging has {technical_spec} that {te
1671,SEAT_MESSAGE,seat massage,37,49,"y, unlike {alternative}, this seat massage {advantage}"
1672,SEAT_MESSAGE,massaging,31,40,"ompared to {comparison}, this massaging is {comparison_result} really"
1673,SEAT_MESSAGE,vibrating,4,13,The vibrating doesn't work properly and cre
1674,SEAT_MESSAGE,massage,4,11,The massage has {technical_spec} that {te
1675,SEAT_MESSAGE,massage function,4,20,The massage function is {comparative_adj} than {pr
1676,SEAT_MESSAGE,massage function,14,30,"Actually, the massage function has {technical_spec} that {te"
1677,SEAT_MESSAGE,seat massage,14,26,"Honestly, the seat massage design includes {feature} whi"
1678,SEAT_MESSAGE,massage,4,11,The massage is {comparative_adj} than {pr
1679,SEAT_MESSAGE,massage feature,14,29,"Honestly, the massage feature is {comparative_adj} than {pr"
1680,SEAT_MESSAGE,vibration,31,40,"ompared to {comparison}, this vibration is {comparison_result}"
1681,SEAT_MESSAGE,massage feature,34,49," a technical perspective, the massage feature {technical_assessment}"
1682,SEAT_MESSAGE,massage,27,34,"unlike {alternative}, this massage {advantage}"
1683,SEAT_MESSAGE,massage,34,41," a technical perspective, the massage {technical_assessment} in my "
1684,SEAT_MESSAGE,massage feature,4,19,The massage feature design includes {feature} whi
1685,SEAT_MESSAGE,seat massage,34,46," a technical perspective, the seat massage {technical_assessment}"
1686,SEAT_MESSAGE,massage,44,51," a technical perspective, the massage {technical_assessment}"
1687,SEAT_MESSAGE,massage function,12,28,I think the massage function doesn't work properly and cre
1688,SEAT_MESSAGE,massage function,19,35,"Unfortunately, the massage function is {defect} for work"
1689,SEAT_MESSAGE,massaging,34,43," a technical perspective, the massaging {technical_assessment}"
1690,SEAT_MESSAGE,seat massage,42,54," a technical perspective, the seat massage {technical_assessment}"
1691,SEAT_MESSAGE,vibration,29,38,"Honestly, unfortunately, the vibration is {defect} for daily use"
1692,SEAT_MESSAGE,massage feature,41,56,"ompared to {comparison}, this massage feature is {comparison_result}"
1693,SEAT_MESSAGE,massaging,31,40,"ompared to {comparison}, this massaging is {comparison_result}"
1694,SEAT_MESSAGE,massage,31,38,"ompared to {comparison}, this massage is {comparison_result} in my "
1695,SEAT_MESSAGE,massage function,27,43,"Unlike {alternative}, this massage function {advantage}"
1696,SEAT_MESSAGE,massage,40,47,"ompared to {comparison}, this massage is {comparison_result}"
1697,SEAT_MESSAGE,massage,37,44,"y, unlike {alternative}, this massage {advantage}"
1698,SEAT_MESSAGE,seat massage,34,46," a technical perspective, the seat massage {technical_assessment}"
1699,SEAT_MESSAGE,massage feature,27,42,"Unlike {alternative}, this massage feature {advantage} for sure."
1700,SEAT_MESSAGE,vibration,31,40,"ompared to {comparison}, this vibration is {comparison_result}"
1701,SEAT_MESSAGE,massager,13,21,"Overall, the massager is {comparative_adj} than {pr"
1702,SEAT_MESSAGE,vibration,16,25,I {dislike} the vibration because it {issue}
1703,SEAT_MESSAGE,massage,16,23,I {dislike} the massage because it {issue}
1704,SEAT_MESSAGE,massage feature,13,28,"Overall, the massage feature {function} perfectly when tra"
1705,SEAT_MESSAGE,vibration,37,46,"y, unlike {alternative}, this vibration {advantage} for sure."
1706,SEAT_MESSAGE,massage,36,43,"l, unlike {alternative}, this massage {advantage} really."
1707,SEAT_MESSAGE,massaging,12,21,I think the massaging is {comparative_adj} than {pr
1708,SEAT_MESSAGE,massaging,4,13,The massaging design includes {feature} whi
1709,SEAT_MESSAGE,seat massage,19,31,"Unfortunately, the seat massage is {defect} for comfort"
1710,SEAT_MESSAGE,massage function,11,27,I love the massage function because it provides excellent
1711,SEAT_MESSAGE,massage function,27,43,"Unlike {alternative}, this massage function {advantage}"
1712,SEAT_MESSAGE,vibration,27,36,"Unlike {alternative}, this vibration {advantage}."
1713,SEAT_MESSAGE,massage feature,17,32,i appreciate the massage feature because it provides excellent
1714,SEAT_MESSAGE,massaging,13,22,"Overall, the massaging design includes {feature} whi"
1715,SEAT_MESSAGE,massager,14,22,"Honestly, the massager is {comparative_adj} than {pr"
1716,SEAT_MESSAGE,massage function,14,30,"Actually, the massage function is {comparative_adj} than {pr"
1717,SEAT_MESSAGE,seat massage,27,39,"Unlike {alternative}, this seat massage {advantage}"
1718,SEAT_MESSAGE,massaging,4,13,The massaging {function} perfectly when nee
1719,SEAT_MESSAGE,vibration,4,13,The vibration operates durable and exceeds 
1720,SEAT_MESSAGE,massage function,45,61,"e, unlike {alternative}, this massage function {advantage} really."
1721,SEAT_MESSAGE,massage,12,19,I think the massage is {comparative_adj} than {pr
1722,SEAT_MESSAGE,seat massage,31,43,"ompared to {comparison}, this seat massage is {comparison_result}"
1723,SEAT_MESSAGE,massaging,4,13,The massaging design includes {feature} whi
1724,SEAT_MESSAGE,massage,4,11,The massage has {technical_spec} that {te
1725,SEAT_MESSAGE,vibrating,4,13,The vibrating design includes {feature} whi
1726,SEAT_MESSAGE,seat massage,14,26,"Honestly, the seat massage has {technical_spec} that {te"
1727,SEAT_MESSAGE,massage,4,11,The massage design includes {feature} whi
1728,SEAT_MESSAGE,massaging,49,58,"ompared to {comparison}, this massaging is {comparison_result}"
1729,SEAT_MESSAGE,seat massage,4,16,The seat massage operates comfortable and work
1730,SEAT_MESSAGE,massage,19,26,"Unfortunately, the massage is {defect} for daily use"
1731,SEAT_MESSAGE,massage,4,11,The massage design includes {feature} whi
1732,SEAT_MESSAGE,massage function,11,27,I love the massage function because it provides excellent
1733,SEAT_MESSAGE,massage feature,14,29,"Actually, the massage feature has {technical_spec} that {te"
1734,SEAT_MESSAGE,seat massage,4,16,The seat massage delivers smooth and works fla
1735,SEAT_MESSAGE,massage function,27,43,"Unlike {alternative}, this massage function {advantage}"
1736,SEAT_MESSAGE,seat massage,27,39,"Unlike {alternative}, this seat massage {advantage}"
1737,SEAT_MESSAGE,massage,4,11,The massage is {comparative_adj} than {pr
1738,SEAT_MESSAGE,seat massage,52,64," a technical perspective, the seat massage {technical_assessment} for su"
1739,SEAT_MESSAGE,seat massage,19,31,"Unfortunately, the seat massage is {defect} for comfort"
1740,SEAT_MESSAGE,massage function,4,20,the massage function is {comparative_adj} than {pr
1741,SEAT_MESSAGE,massaging,34,43," a technical perspective, the massaging {technical_assessment} for su"
1742,SEAT_MESSAGE,vibrating,4,13,The vibrating has {technical_spec} that {te
1743,SEAT_MESSAGE,massaging,26,35,"Honestly, i {dislike} the massaging because it {issue}"
1744,SEAT_MESSAGE,massage function,31,47,"ompared to {comparison}, this massage function is {comparison_result}"
1745,SEAT_MESSAGE,seat massage,15,27,"{overall}, the seat massage is smooth for work"
1746,SEAT_MESSAGE,massaging,13,22,"Overall, the massaging doesn't work properly and cre"
1747,SEAT_MESSAGE,massage feature,4,19,The massage feature is {comparative_adj} than {pr
1748,SEAT_MESSAGE,vibrating,41,50,"ompared to {comparison}, this vibrating is {comparison_result}"
1749,SEAT_MESSAGE,seat massage,31,43,"ompared to {comparison}, this seat massage is {comparison_result}"
1750,SEAT_MESSAGE,massaging,4,13,The massaging design includes {feature} whi
1751,SEAT_MESSAGE,massage feature,25,40,"Actually, {overall}, the massage feature is excellent for long trips"
1752,SEAT_MESSAGE,massage,34,41," a technical perspective, the massage {technical_assessment}"
1753,SEAT_MESSAGE,massage,11,18,I love the massage because it provides excellent
1754,SEAT_MESSAGE,massager,4,12,The massager {malfunction} especially when
1755,SEAT_MESSAGE,massage function,34,50," a technical perspective, the massage function {technical_assessment}"
1756,SEAT_MESSAGE,seat massage,4,16,The seat massage has {technical_spec} that {te
1757,SEAT_MESSAGE,massage,37,44,"xperience, unfortunately, the massage is {defect} for comfort"
1758,SEAT_MESSAGE,massaging,4,13,The massaging has {technical_spec} that {te
1759,SEAT_MESSAGE,massage feature,12,27,I think the massage feature design includes {feature} whi
1760,SEAT_MESSAGE,massager,13,21,I prefer the massager because it provides excellent
1761,SEAT_MESSAGE,massage,4,11,The massage is {comparative_adj} than {pr
1762,SEAT_MESSAGE,seat massage,31,43,"ompared to {comparison}, this seat massage is {comparison_result}"
1763,SEAT_MESSAGE,massage function,4,20,The massage function is {comparative_adj} than {pr
1764,SEAT_MESSAGE,massaging,12,21,I think the massaging is {comparative_adj} than {pr
1765,SEAT_MESSAGE,massage,15,22,"{overall}, the massage is smooth for work overall."
1766,SEAT_MESSAGE,massaging,27,36,"Unlike {alternative}, this massaging {advantage}"
1767,SEAT_MESSAGE,massaging,4,13,The massaging provides excellent and exceed
1768,SEAT_MESSAGE,massager,4,12,The massager design includes {feature} whi
1769,SEAT_MESSAGE,massaging,25,34,"Actually, {overall}, the massaging is smooth for work"
1770,SEAT_MESSAGE,massaging,31,40,"ompared to {comparison}, this massaging is {comparison_result}"
1771,SEAT_MESSAGE,massage,27,34,"Unlike {alternative}, this massage {advantage}"
1772,SEAT_MESSAGE,massage function,31,47,"ompared to {comparison}, this massage function is {comparison_result} really"
1773,SEAT_MESSAGE,seat massage,4,16,The seat massage works smooth and exceeds expe
1774,SEAT_MESSAGE,massaging,13,22,"Overall, the massaging {malfunction} especially when"
1775,SEAT_MESSAGE,massage function,29,45,"Actually, unfortunately, the massage function is {defect} for daily use"
1776,SEAT_MESSAGE,massage feature,15,30,"{overall}, the massage feature is responsive for comfort"
1777,SEAT_MESSAGE,massage feature,4,19,The massage feature is {comparative_adj} than {pr
1778,SEAT_MESSAGE,massaging,4,13,The massaging doesn't work properly and cre
1779,SEAT_MESSAGE,seat massage,4,16,The seat massage {malfunction} especially when
1780,SEAT_MESSAGE,massage,4,11,The massage is {comparative_adj} than {pr
1781,SEAT_MESSAGE,massage feature,25,40,"Honestly, {overall}, the massage feature is comfortable for work"
1782,SEAT_MESSAGE,seat massage,31,43,"ompared to {comparison}, this seat massage is {comparison_result}"
1783,SEAT_MESSAGE,massage feature,4,19,The massage feature {function} perfectly when tra
1784,SEAT_MESSAGE,massage function,34,50," a technical perspective, the massage function {technical_assessment} overal"
1785,SEAT_MESSAGE,massager,4,12,The massager design includes {feature} whi
1786,SEAT_MESSAGE,massager,13,21,"Overall, the massager {function} perfectly when tra"
1787,SEAT_MESSAGE,massaging,31,40,"ompared to {comparison}, this massaging is {comparison_result}."
1788,SEAT_MESSAGE,massaging,4,13,The massaging doesn't work properly and cre
1789,SEAT_MESSAGE,massage,4,11,The massage has {technical_spec} that {te
1790,SEAT_MESSAGE,vibration,31,40,"ompared to {comparison}, this vibration is {comparison_result}"
1791,SEAT_MESSAGE,massage function,34,50," a technical perspective, the massage function {technical_assessment}"
1792,SEAT_MESSAGE,vibration,22,31,"In my experience, the vibration design includes {feature} whi"
1793,SEAT_MESSAGE,massage function,4,20,The massage function has {technical_spec} that {te
1794,SEAT_MESSAGE,massaging,4,13,The massaging {function} perfectly when tra
1795,SEAT_MESSAGE,massaging,4,13,The massaging is {comparative_adj} than {pr
1796,SEAT_MESSAGE,massage function,12,28,I think the massage function has {technical_spec} that {te
1797,SEAT_MESSAGE,massage function,4,20,The massage function is {comparative_adj} than {pr
1798,SEAT_MESSAGE,massage function,14,30,"Honestly, the massage function has {technical_spec} that {te"
1799,SEAT_MESSAGE,vibration,44,53," a technical perspective, the vibration {technical_assessment} for su"
1800,SEAT_MESSAGE,massage,27,34,"Unlike {alternative}, this massage {advantage}"
1801,SEAT_MESSAGE,seat massage,4,16,The seat massage is {comparative_adj} than {pr
1802,SEAT_MESSAGE,massage,31,38,"ompared to {comparison}, this massage is {comparison_result}"
1803,SEAT_MESSAGE,massage,35,42,"nk unlike {alternative}, this massage {advantage}"
1804,SEAT_MESSAGE,massage feature,44,59," a technical perspective, the massage feature {technical_assessment} really"
1805,SEAT_MESSAGE,massage,22,29,"In my experience, the massage performs premium and works fl"
1806,SEAT_MESSAGE,vibration,27,36,"unlike {alternative}, this vibration {advantage}"
1807,SEAT_MESSAGE,massage function,4,20,The massage function has {technical_spec} that {te
1808,SEAT_MESSAGE,vibration,34,43," a technical perspective, the vibration {technical_assessment}"
1809,SEAT_MESSAGE,massage feature,31,46,"ompared to {comparison}, this massage feature is {comparison_result} for su"
1810,SEAT_MESSAGE,massager,27,35,"Unlike {alternative}, this massager {advantage}"
1811,SEAT_MESSAGE,massaging,4,13,The massaging {malfunction} especially when
1812,SEAT_MESSAGE,vibrating,4,13,The vibrating {function} perfectly when nee
1813,SEAT_MESSAGE,massaging,4,13,The massaging design includes {feature} whi
1814,SEAT_MESSAGE,seat massage,29,41,"Actually, unfortunately, the seat massage is {defect} for work in my op"
1815,SEAT_MESSAGE,seat massage,4,16,The seat massage provides comfortable and prov
1816,SEAT_MESSAGE,massaging,13,22,"Overall, the massaging {function} perfectly when res"
1817,SEAT_MESSAGE,massaging,14,23,"Honestly, the massaging {function} perfectly when nee"
1818,SEAT_MESSAGE,vibration,4,13,The vibration has {technical_spec} that {te
1819,SEAT_MESSAGE,massage feature,4,19,The massage feature doesn't work properly and cre
1820,SEAT_MESSAGE,seat massage,14,26,"Actually, the seat massage doesn't work properly and cre"
1821,SEAT_MESSAGE,vibrating,4,13,The vibrating is {comparative_adj} than {pr
1822,SEAT_MESSAGE,seat massage,13,25,"Overall, the seat massage has {technical_spec} that {te"
1823,SEAT_MESSAGE,vibration,34,43," a technical perspective, the vibration {technical_assessment}"
1824,SEAT_MESSAGE,massaging,27,36,"Unlike {alternative}, this massaging {advantage}"
1825,SEAT_MESSAGE,massage feature,4,19,The massage feature is {comparative_adj} than {pr
1826,SEAT_MESSAGE,vibrating,34,43," a technical perspective, the vibrating {technical_assessment}"
1827,SEAT_MESSAGE,vibrating,44,53," a technical perspective, the vibrating {technical_assessment}"
1828,SEAT_MESSAGE,massage feature,13,28,I prefer the massage feature because it provides excellent
1829,SEAT_MESSAGE,massage function,34,50," a technical perspective, the massage function {technical_assessment}."
1830,SEAT_MESSAGE,massage,4,11,The massage has {technical_spec} that {te
1831,SEAT_MESSAGE,massage function,19,35,"Unfortunately, the massage function is {defect} for daily use"
1832,SEAT_MESSAGE,seat massage,14,26,"Actually, the seat massage doesn't work properly and cre"
1833,SEAT_MESSAGE,massage feature,25,40,"Overall, i {dislike} the massage feature because it {issue}"
1834,SEAT_MESSAGE,massage function,14,30,"Actually, the massage function delivers durable and works fl"
1835,SEAT_MESSAGE,vibration,4,13,The vibration design includes {feature} whi
1836,SEAT_MESSAGE,massage,22,29,"Honestly, i enjoy the massage because it provides excellent"
1837,SEAT_MESSAGE,massage function,22,38,"In my experience, the massage function {function} perfectly when res"
1838,SEAT_MESSAGE,massage,4,11,The massage has {technical_spec} that {te
1839,SEAT_MESSAGE,seat massage,4,16,The seat massage design includes {feature} whi
1840,SEAT_MESSAGE,massager,4,12,The massager is {comparative_adj} than {pr
1841,SEAT_MESSAGE,massage function,4,20,The massage function design includes {feature} whi
1842,SEAT_MESSAGE,massage,31,38,"ompared to {comparison}, this massage is {comparison_result}"
1843,SEAT_MESSAGE,vibration,14,23,"Honestly, the vibration {malfunction} especially when"
1844,SEAT_MESSAGE,seat massage,4,16,The seat massage design includes {feature} whi
1845,SEAT_MESSAGE,massage,4,11,The massage has {technical_spec} that {te
1846,SEAT_MESSAGE,massage feature,13,28,"Overall, the massage feature design includes {feature} whi"
1847,SEAT_MESSAGE,vibrating,43,52," a technical perspective, the vibrating {technical_assessment}"
1848,SEAT_MESSAGE,massager,4,12,The massager {malfunction} especially when
1849,SEAT_MESSAGE,massage function,40,56,"ompared to {comparison}, this massage function is {comparison_result}"
1850,SEAT_MESSAGE,vibrating,44,53," a technical perspective, the vibrating {technical_assessment} for su"
1851,SEAT_MESSAGE,massaging,13,22,"Overall, the massaging design includes {feature} whi"
